Employee_ID,Age,Gender,Department,Job_Role,City,Education,Employment_Type,Experience_Years,Salary,Joining_Date,Tenure_Years,Performance_Rating,Job_Satisfaction,Overtime,Monthly_Work_Hours,Leave_Days,Absent_Days,Manager_ID,Attrition,Attrition_Flag,Age_Group,Experience_Group,Tenure_Group
E01198,40,Male,Customer Support,Support Executive,Pune,MBA,Full-Time,19,159000,2013-06-20,13.2,4.0,4.0,No,201,6.0,6,M103,No,0,36-45,11-20,11-20
E01199,26,Male,Operations,Process Associate,Lucknow,Bachelor's,Full-Time,4,68000,2023-12-20,2.7,3.0,3.0,No,179,8.0,5,M067,No,0,26-35,3-5,3-5
E01200,30,Male,IT,Data Engineer,Mumbai,Bachelor's,Contract,8,86000,2022-06-20,4.2,3.0,4.0,No,176,8.0,3,M004,No,0,26-35,6-10,3-5
E01201,21,Female,Operations,Operations Executive,Pune,Master's,Full-Time,0,74000,2026-06-20,0.2,2.0,3.0,No,174,11.0,7,M033,No,0,18-25,0-2,0-2
E01202,41,Female,IT,IT Support,Pune,Bachelor's,Full-Time,18,143000,2015-07-27,11.1,4.0,3.0,No,140,9.0,3,M050,No,0,36-45,11-20,11-20
E01203,43,Male,IT,IT Support,Mumbai,MBA,Full-Time,19,165000,2017-05-15,9.3,5.0,5.0,No,170,13.0,5,M005,No,0,36-45,11-20,6-10
E01204,32,Male,Sales,Business Development Executive,Noida,Master's,Full-Time,8,113000,2022-09-01,4.0,3.0,4.0,No,170,9.0,1,M093,No,0,26-35,6-10,3-5
E01205,32,Male,Finance,Finance Manager,Lucknow,Bachelor's,Contract,11,83000,2019-03-03,7.5,2.0,2.0,Yes,158,6.0,3,M052,No,0,26-35,11-20,6-10
E01206,37,Male,Operations,Process Associate,Noida,MBA,Contract,13,112000,2015-10-08,10.9,3.0,3.0,No,162,11.0,2,M011,No,0,36-45,11-20,11-20
E01207,44,Female,Operations,Operations Manager,Chennai,Bachelor's,Full-Time,20,130000,2013-01-25,13.6,4.0,3.0,No,125,10.0,2,M003,Yes,1,36-45,11-20,11-20
E01208,37,Male,Finance,Accountant,Mumbai,Bachelor's,Full-Time,10,127000,2018-05-15,8.3,3.0,4.0,No,148,3.0,6,M018,No,0,36-45,6-10,6-10
E01209,29,Male,Sales,Sales Executive,Mumbai,Bachelor's,Full-Time,6,96000,2022-11-14,3.8,3.0,4.0,Yes,185,12.0,2,M030,No,0,26-35,6-10,3-5
E01210,23,Female,Customer Support,Customer Success Associate,Lucknow,Bachelor's,Full-Time,0,51000,2026-06-20,0.2,2.0,2.0,No,199,9.0,4,M081,No,0,18-25,0-2,0-2
E01211,26,Female,Finance,Audit Associate,Bangalore,Bachelor's,Full-Time,4,81000,2024-01-26,2.6,3.0,2.0,No,151,9.0,4,M046,No,0,26-35,3-5,3-5
E01212,35,Male,Finance,Financial Analyst,Pune,Bachelor's,Full-Time,11,110000,2018-09-01,8.0,3.0,4.0,No,171,4.0,5,M094,No,0,26-35,11-20,6-10
E01213,29,Female,IT,IT Support,Pune,Bachelor's,Full-Time,7,100000,2022-06-20,4.2,3.0,2.0,No,188,11.0,4,M094,No,0,26-35,6-10,3-5
E01214,35,Male,Marketing,Marketing Executive,Pune,Bachelor's,Full-Time,13,117000,2016-05-14,10.3,3.0,3.0,No,159,9.0,5,M097,No,0,26-35,11-20,11-20
E01215,30,Female,Operations,Operations Analyst,Lucknow,MBA,Full-Time,12,132000,2021-03-03,5.5,4.0,4.0,Yes,180,10.0,4,M017,No,0,26-35,11-20,6-10
E01216,27,Female,Sales,Business Development Executive,Mumbai,MBA,Full-Time,6,117000,2022-11-14,3.8,3.0,3.0,No,167,8.0,2,M039,No,0,26-35,6-10,3-5
E01217,26,Male,IT,Data Engineer,Delhi,Bachelor's,Full-Time,0,74000,2026-06-20,0.2,3.0,5.0,Yes,189,11.0,3,M080,Yes,1,26-35,0-2,0-2
E01218,45,Female,Operations,Operations Analyst,Bangalore,Bachelor's,Full-Time,20,134000,2012-10-08,13.9,3.0,5.0,Yes,145,6.0,6,M033,No,0,36-45,11-20,11-20
E01219,40,Female,Operations,Operations Manager,Delhi,Bachelor's,Full-Time,18,129000,2016-07-26,10.1,5.0,3.0,Yes,148,8.0,2,M111,No,0,36-45,11-20,11-20
E01220,46,Male,Sales,Account Manager,Mumbai,Bachelor's,Full-Time,22,153000,2012-12-20,13.7,5.0,5.0,No,173,6.0,4,M066,No,0,46-55,21+,11-20
E01221,38,Male,Customer Support,Customer Success Associate,Delhi,MBA,Full-Time,9,93000,2020-11-13,5.8,2.0,3.0,Yes,170,9.0,4,M066,No,0,36-45,6-10,6-10
E01222,31,Female,IT,Data Engineer,Noida,Master's,Full-Time,12,121000,2017-12-20,8.7,3.0,4.0,Yes,167,7.0,5,M088,No,0,26-35,11-20,6-10
E01223,43,Male,Finance,Accountant,Lucknow,Bachelor's,Full-Time,23,183000,2009-03-03,17.5,4.0,5.0,Yes,178,6.0,8,M005,No,0,36-45,21+,11-20
E01224,34,Male,Customer Support,Support Analyst,Bangalore,Bachelor's,Contract,13,86000,2016-12-20,9.7,3.0,4.0,No,151,5.0,5,M036,Yes,1,26-35,11-20,6-10
E01225,36,Female,Finance,Finance Manager,Delhi,Bachelor's,Full-Time,12,111000,2019-09-02,7.0,3.0,3.0,No,143,6.0,3,M003,No,0,36-45,11-20,6-10
E01226,34,Female,Operations,Process Associate,Lucknow,Master's,Full-Time,13,129000,2015-09-02,11.0,4.0,3.0,No,159,4.0,2,M104,No,0,26-35,11-20,11-20
E01227,21,Male,Finance,Finance Manager,Bangalore,Bachelor's,Full-Time,0,57000,2026-06-20,0.2,3.0,4.0,No,161,7.0,4,M032,No,0,18-25,0-2,0-2
E01228,45,Male,Sales,Business Development Executive,Bangalore,PhD,Contract,24,131000,2013-05-15,13.3,5.0,4.0,Yes,163,11.0,5,M014,No,0,36-45,21+,11-20
E01229,37,Male,Customer Support,Support Analyst,Bangalore,MBA,Full-Time,13,111000,2019-10-08,6.9,3.0,3.0,Yes,191,6.0,10,M038,No,0,36-45,11-20,6-10
E01230,36,Male,Finance,Accountant,Hyderabad,Bachelor's,Full-Time,18,158000,2016-04-08,10.4,2.0,2.0,Yes,182,6.0,4,M119,Yes,1,36-45,11-20,11-20
E01231,34,Male,Customer Support,Team Lead,Bangalore,Master's,Full-Time,8,92000,2021-09-01,5.0,4.0,5.0,No,178,12.0,5,M107,Yes,1,26-35,6-10,3-5
E01232,35,Female,Sales,Sales Manager,Lucknow,MBA,Full-Time,16,119000,2014-01-25,12.6,4.0,5.0,No,172,3.0,3,M005,No,0,26-35,11-20,11-20
E01233,30,Male,Sales,Account Manager,Delhi,Master's,Full-Time,8,115000,2020-07-26,6.1,5.0,3.0,No,160,8.0,8,M101,No,0,26-35,6-10,6-10
E01234,38,Male,IT,Software Engineer,Hyderabad,Bachelor's,Full-Time,15,132000,2014-10-08,11.9,2.0,3.0,No,153,8.0,6,M046,No,0,36-45,11-20,11-20
E01235,25,Male,Operations,Process Associate,Mumbai,Bachelor's,Full-Time,3,54000,2024-12-20,1.7,4.0,3.0,No,146,7.0,2,M090,Yes,1,18-25,3-5,0-2
E01236,35,Other,Finance,Financial Analyst,Delhi,MBA,Full-Time,15,140000,2016-05-14,10.3,2.0,1.0,Yes,155,7.0,4,M056,Yes,1,26-35,11-20,11-20
E01237,38,Male,Marketing,Digital Marketing Analyst,Pune,Master's,Full-Time,19,156000,2015-12-20,10.7,5.0,4.0,Yes,167,7.0,3,M081,No,0,36-45,11-20,11-20
E01238,33,Male,Finance,Accountant,Chennai,Master's,Part-Time,12,83000,2020-10-08,5.9,4.0,3.0,No,147,13.0,4,M060,No,0,26-35,11-20,6-10
E01239,37,Male,Customer Support,Support Executive,Chennai,MBA,Full-Time,13,135000,2017-04-08,9.4,3.0,2.0,Yes,171,11.0,2,M083,No,0,36-45,11-20,6-10
E01240,27,Male,Sales,Business Development Executive,Hyderabad,MBA,Full-Time,5,87000,2024-03-02,2.5,4.0,3.0,No,165,11.0,3,M075,No,0,26-35,3-5,3-5
E01241,27,Male,Marketing,Brand Executive,Noida,MBA,Full-Time,10,117000,2019-06-21,7.2,3.0,2.0,No,161,4.0,5,M007,No,0,26-35,6-10,6-10
E01242,36,Male,Operations,Operations Manager,Chennai,Bachelor's,Part-Time,17,74000,2014-07-27,12.1,4.0,3.0,No,189,7.0,2,M013,No,0,36-45,11-20,11-20
E01243,39,Male,Operations,Operations Analyst,Chennai,Master's,Full-Time,19,133000,2011-12-20,14.7,4.0,2.0,No,124,9.0,2,M115,No,0,36-45,11-20,11-20
E01244,21,Male,Marketing,Marketing Executive,Bangalore,Master's,Full-Time,1,84000,2026-03-03,0.5,4.0,3.0,Yes,161,10.0,2,M025,No,0,18-25,0-2,0-2
E01245,38,Male,Operations,Operations Analyst,Bangalore,MBA,Full-Time,18,150000,2012-12-20,13.7,5.0,3.0,Yes,126,5.0,5,M114,No,0,36-45,11-20,11-20
E01246,30,Male,Operations,Process Associate,Mumbai,Master's,Full-Time,11,116000,2017-05-15,9.3,3.0,4.0,Yes,172,10.0,2,M112,No,0,26-35,11-20,6-10
E01247,33,Male,IT,Data Analyst,Pune,Bachelor's,Full-Time,10,118000,2018-10-08,7.9,4.0,4.0,No,182,10.0,7,M012,No,0,26-35,6-10,6-10
E01248,25,Male,IT,IT Support,Delhi,MBA,Full-Time,0,78000,2026-06-20,0.2,3.0,3.0,No,144,11.0,1,M031,No,0,18-25,0-2,0-2
E01249,28,Male,Customer Support,Customer Success Associate,Delhi,Master's,Full-Time,6,77000,2022-05-15,4.3,2.0,3.0,No,146,10.0,5,M092,No,0,26-35,6-10,3-5
E01250,41,Male,Operations,Operations Manager,Noida,Bachelor's,Part-Time,17,81000,2016-03-02,10.5,3.0,3.0,No,137,3.0,5,M015,No,0,36-45,11-20,11-20
E01251,34,Male,Marketing,Digital Marketing Analyst,Noida,Bachelor's,Full-Time,9,111000,2019-12-20,6.7,5.0,3.0,No,169,4.0,3,M097,No,0,26-35,6-10,6-10
E01252,31,Male,Finance,Finance Manager,Noida,Bachelor's,Full-Time,7,112000,2021-06-20,5.2,3.0,2.0,No,162,1.0,3,M011,No,0,26-35,6-10,6-10
E01253,33,Male,IT,Data Analyst,Mumbai,Bachelor's,Part-Time,17,96000,2014-10-08,11.9,4.0,4.0,Yes,163,8.0,3,M103,Yes,1,26-35,11-20,11-20
E01254,37,Male,IT,IT Support,Pune,Bachelor's,Contract,15,106000,2015-03-03,11.5,3.0,2.0,No,161,17.0,5,M032,No,0,36-45,11-20,11-20
E01255,37,Female,Operations,Operations Executive,Mumbai,Bachelor's,Full-Time,16,128000,2016-07-26,10.1,3.0,3.0,Yes,150,5.0,3,M080,No,0,36-45,11-20,11-20
E01256,33,Female,Finance,Finance Manager,Bangalore,Master's,Contract,8,86000,2022-09-01,4.0,3.0,3.0,No,188,7.0,2,M009,No,0,26-35,6-10,3-5
E01257,42,Male,Sales,Sales Executive,Bangalore,Master's,Full-Time,15,125000,2016-07-26,10.1,3.0,4.0,Yes,173,6.0,4,M052,No,0,36-45,11-20,11-20
E01258,41,Male,Finance,Financial Analyst,Delhi,Master's,Full-Time,17,149000,2017-03-03,9.5,3.0,2.0,No,147,8.0,5,M041,Yes,1,36-45,11-20,6-10
E01259,37,Male,IT,IT Support,Delhi,MBA,Part-Time,19,90000,2015-03-03,11.5,3.0,3.0,No,155,9.0,4,M012,No,0,36-45,11-20,11-20
E01260,34,Male,Operations,Operations Executive,Noida,Bachelor's,Full-Time,13,111000,2020-10-08,5.9,4.0,4.0,Yes,152,7.0,4,M083,Yes,1,26-35,11-20,6-10
E01261,39,Male,Sales,Account Manager,Bangalore,Bachelor's,Full-Time,18,152000,2015-10-08,10.9,4.0,2.0,No,193,8.0,4,M078,No,0,36-45,11-20,11-20
E01262,36,Female,Marketing,Brand Executive,Chennai,MBA,Full-Time,16,150000,2014-04-08,12.4,4.0,3.0,Yes,181,10.0,4,M012,No,0,36-45,11-20,11-20
E01263,41,Male,Sales,Sales Executive,Hyderabad,Bachelor's,Full-Time,18,129000,2014-09-01,12.0,4.0,3.0,No,166,7.0,1,M064,No,0,36-45,11-20,11-20
E01264,40,Female,Finance,Accountant,Mumbai,PhD,Full-Time,21,174000,2017-03-03,9.5,4.0,4.0,No,199,12.0,2,M088,No,0,36-45,21+,6-10
E01265,27,Male,IT,IT Support,Hyderabad,MBA,Full-Time,3,89000,2024-10-08,1.9,4.0,4.0,No,194,9.0,4,M073,No,0,26-35,3-5,0-2
E01266,26,Female,IT,BI Analyst,Mumbai,Bachelor's,Part-Time,8,65000,2022-03-03,4.5,2.0,3.0,No,164,8.0,2,M085,No,0,26-35,6-10,3-5
E01267,29,Female,Finance,Audit Associate,Hyderabad,PhD,Full-Time,8,129000,2021-07-27,5.1,4.0,3.0,No,161,9.0,3,M012,No,0,26-35,6-10,6-10
E01268,41,Male,Finance,Finance Manager,Delhi,Bachelor's,Full-Time,15,137000,2017-06-20,9.2,4.0,2.0,No,161,4.0,2,M109,No,0,36-45,11-20,6-10
E01269,23,Male,Operations,Operations Executive,Bangalore,Bachelor's,Contract,0,68000,2026-06-20,0.2,4.0,4.0,No,151,9.0,4,M037,No,0,18-25,0-2,0-2
E01270,37,Male,Sales,Business Development Executive,Bangalore,Master's,Full-Time,11,128000,2021-07-27,5.1,2.0,2.0,No,199,6.0,3,M005,No,0,36-45,11-20,6-10
E01271,37,Male,Operations,Process Associate,Hyderabad,Bachelor's,Full-Time,18,135000,2013-09-01,13.0,4.0,3.0,No,150,9.0,7,M009,No,0,36-45,11-20,11-20
E01272,42,Male,Marketing,Marketing Manager,Noida,MBA,Full-Time,20,165000,2010-11-14,15.8,5.0,5.0,Yes,184,10.0,6,M057,Yes,1,36-45,11-20,11-20
E01273,35,Male,Operations,Operations Executive,Delhi,Bachelor's,Full-Time,7,86000,2020-11-13,5.8,3.0,3.0,No,180,11.0,7,M115,No,0,26-35,6-10,6-10
E01274,25,Male,IT,Data Engineer,Chennai,Master's,Full-Time,4,88000,2024-07-26,2.1,3.0,3.0,Yes,163,7.0,5,M020,Yes,1,18-25,3-5,3-5
E01275,27,Female,Finance,Finance Manager,Pune,Master's,Full-Time,4,106000,2023-12-20,2.7,4.0,3.0,No,201,9.0,6,M070,No,0,26-35,3-5,3-5
E01276,26,Male,IT,BI Analyst,Lucknow,Master's,Full-Time,0,90000,2026-06-20,0.2,2.0,3.0,No,140,4.0,8,M104,No,0,26-35,0-2,0-2
E01277,30,Female,Sales,Sales Executive,Chennai,Bachelor's,Full-Time,12,110000,2018-11-14,7.8,5.0,4.0,Yes,167,3.0,5,M114,Yes,1,26-35,11-20,6-10
E01278,33,Male,Customer Support,Support Executive,Hyderabad,Bachelor's,Full-Time,11,101000,2021-03-03,5.5,4.0,3.0,No,159,8.0,4,M013,No,0,26-35,11-20,6-10
E01279,26,Female,IT,BI Analyst,Pune,MBA,Full-Time,3,108000,2024-04-08,2.4,3.0,1.0,No,185,9.0,3,M080,No,0,26-35,3-5,3-5
E01280,44,Male,Finance,Finance Manager,Noida,Bachelor's,Full-Time,21,164000,2016-04-08,10.4,3.0,5.0,No,174,8.0,2,M084,No,0,36-45,21+,11-20
E01281,25,Male,Operations,Process Associate,Delhi,MBA,Full-Time,0,57000,2026-06-20,0.2,3.0,2.0,Yes,137,10.0,3,M005,No,0,18-25,0-2,0-2
E01282,43,Female,Operations,Process Associate,Mumbai,Master's,Full-Time,18,145000,2014-10-08,11.9,4.0,4.0,No,190,7.0,4,M118,No,0,36-45,11-20,11-20
E01283,42,Male,HR,HR Manager,Bangalore,MBA,Contract,23,130000,2008-09-01,18.0,5.0,5.0,No,177,4.0,3,M043,No,0,36-45,21+,11-20
E01284,40,Female,IT,Software Engineer,Chennai,Master's,Full-Time,17,162000,2014-07-27,12.1,4.0,4.0,Yes,149,7.0,3,M081,No,0,36-45,11-20,11-20
E01285,29,Male,Sales,Sales Executive,Chennai,Bachelor's,Part-Time,7,66000,2022-09-01,4.0,2.0,2.0,No,162,10.0,2,M054,No,0,26-35,6-10,3-5
E01286,36,Male,HR,HR Analyst,Bangalore,Master's,Full-Time,9,119000,2021-10-08,4.9,3.0,2.0,No,145,10.0,2,M062,No,0,36-45,6-10,3-5
E01287,25,Male,IT,BI Analyst,Hyderabad,MBA,Contract,0,55000,2026-06-20,0.2,2.0,1.0,No,165,8.0,4,M010,Yes,1,18-25,0-2,0-2
E01288,40,Female,Sales,Account Manager,Delhi,Bachelor's,Full-Time,20,139000,2011-07-27,15.1,3.0,4.0,No,171,8.0,3,M030,No,0,36-45,11-20,11-20
E01289,33,Male,IT,BI Analyst,Bangalore,PhD,Full-Time,12,150000,2017-12-20,8.7,4.0,5.0,No,162,7.0,5,M007,No,0,26-35,11-20,6-10
E01290,31,Female,IT,Data Analyst,Lucknow,Bachelor's,Full-Time,13,121000,2017-09-01,9.0,5.0,4.0,No,160,6.0,9,M057,No,0,26-35,11-20,6-10
E01291,25,Female,Finance,Accountant,Mumbai,Bachelor's,Full-Time,6,80000,2023-11-14,2.8,3.0,3.0,No,139,9.0,6,M011,No,0,18-25,6-10,3-5
E01292,21,Male,IT,BI Analyst,Bangalore,Bachelor's,Full-Time,0,77000,2026-06-20,0.2,3.0,4.0,No,174,15.0,7,M072,No,0,18-25,0-2,0-2
E01293,27,Male,HR,HR Executive,Hyderabad,Unknown,Full-Time,6,98000,2022-06-20,4.2,2.0,2.0,No,133,10.0,1,M051,No,0,26-35,6-10,3-5
E01294,42,Female,Operations,Operations Manager,Chennai,Bachelor's,Full-Time,19,154000,2010-10-08,15.9,4.0,4.0,No,169,11.0,3,M064,No,0,36-45,11-20,11-20
E01295,31,Male,Marketing,Digital Marketing Analyst,Bangalore,MBA,Full-Time,14,136000,2017-01-25,9.6,5.0,4.0,No,136,8.0,3,M101,No,0,26-35,11-20,6-10
E01296,33,Male,Sales,Business Development Executive,Pune,MBA,Full-Time,14,134000,2018-09-01,8.0,3.0,3.0,Yes,169,5.0,2,M031,No,0,26-35,11-20,6-10
E01297,39,Male,IT,IT Support,Hyderabad,Bachelor's,Full-Time,17,140000,2016-06-20,10.2,4.0,4.0,No,168,7.0,3,M112,No,0,36-45,11-20,11-20
E01298,47,Male,IT,BI Analyst,Bangalore,Bachelor's,Full-Time,26,196000,2013-03-03,13.5,5.0,5.0,No,175,8.0,4,M001,No,0,46-55,21+,11-20
E01299,43,Male,Operations,Operations Manager,Bangalore,Master's,Full-Time,25,175000,2008-09-01,18.0,5.0,5.0,Yes,184,8.0,1,M089,No,0,36-45,21+,11-20
E01300,27,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,6,80000,2022-04-08,4.4,3.0,4.0,Yes,187,11.0,3,M058,Yes,1,26-35,6-10,3-5
E01301,21,Female,IT,BI Analyst,Mumbai,MBA,Full-Time,3,89000,2025-01-25,1.6,3.0,2.0,No,139,4.0,3,M092,No,0,18-25,3-5,0-2
E01302,51,Male,Customer Support,Team Lead,Lucknow,Bachelor's,Full-Time,24,152000,2014-05-15,12.3,4.0,5.0,No,167,8.0,2,M087,No,0,46-55,21+,11-20
E01303,50,Male,IT,Software Engineer,Chennai,Bachelor's,Full-Time,29,185000,2012-10-08,13.9,3.0,4.0,No,204,9.0,8,M051,No,0,46-55,21+,11-20
E01304,35,Other,HR,HR Executive,Lucknow,MBA,Full-Time,12,132000,2016-11-13,9.8,2.0,1.0,Yes,170,5.0,10,M093,Yes,1,26-35,11-20,6-10
E01305,25,Female,Operations,Operations Analyst,Mumbai,Bachelor's,Full-Time,7,71000,2022-11-14,3.8,3.0,4.0,Yes,153,8.0,8,M022,Yes,1,18-25,6-10,3-5
E01306,41,Female,Customer Support,Support Analyst,Lucknow,Bachelor's,Full-Time,23,147000,2013-03-03,13.5,5.0,4.0,No,167,8.0,1,M074,Yes,1,36-45,21+,11-20
E01307,33,Male,Operations,Operations Manager,Delhi,Bachelor's,Contract,11,87000,2020-06-20,6.2,3.0,2.0,No,161,7.0,4,M046,No,0,26-35,11-20,6-10
E01308,33,Female,Marketing,Digital Marketing Analyst,Delhi,Bachelor's,Full-Time,15,129000,2017-06-20,9.2,3.0,3.0,No,147,9.0,4,M017,Yes,1,26-35,11-20,6-10
E01309,40,Male,Sales,Account Manager,Bangalore,Master's,Full-Time,22,157000,2010-06-20,16.2,4.0,4.0,No,184,8.0,6,M013,No,0,36-45,21+,11-20
E01310,36,Male,Marketing,Marketing Manager,Bangalore,MBA,Full-Time,14,140000,2015-06-21,11.2,3.0,3.0,No,179,11.0,4,M080,No,0,36-45,11-20,11-20
E01311,26,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,10,106000,2021-06-20,5.2,5.0,4.0,Yes,144,4.0,3,M115,No,0,26-35,6-10,6-10
E01312,32,Male,Customer Support,Support Analyst,Delhi,Master's,Full-Time,10,103000,2019-06-21,7.2,3.0,3.0,No,166,9.0,3,M076,Yes,1,26-35,6-10,6-10
E01313,39,Female,HR,Recruiter,Mumbai,Master's,Full-Time,16,142000,2017-03-03,9.5,3.0,5.0,Yes,158,8.0,4,M112,No,0,36-45,11-20,6-10
E01314,38,Male,Marketing,Brand Executive,Pune,Bachelor's,Contract,18,112000,2011-06-21,15.2,4.0,3.0,Yes,139,4.0,5,M113,No,0,36-45,11-20,11-20
E01315,36,Female,Finance,Accountant,Mumbai,Bachelor's,Contract,13,90000,2019-04-09,7.4,5.0,5.0,No,143,10.0,3,M079,No,0,36-45,11-20,6-10
E01316,41,Female,Operations,Operations Manager,Hyderabad,MBA,Full-Time,19,161000,2018-01-25,8.6,3.0,3.0,Yes,145,5.0,5,M039,No,0,36-45,11-20,6-10
E01317,31,Male,HR,HR Executive,Delhi,Master's,Full-Time,13,124000,2018-03-03,8.5,3.0,2.0,No,167,7.0,1,M019,No,0,26-35,11-20,6-10
E01318,35,Male,Operations,Process Associate,Chennai,Master's,Full-Time,13,128000,2020-01-26,6.6,3.0,3.0,No,160,10.0,6,M085,No,0,26-35,11-20,6-10
E01319,21,Male,IT,Data Engineer,Chennai,Master's,Full-Time,0,95000,2026-06-20,0.2,3.0,2.0,No,151,6.0,2,M061,No,0,18-25,0-2,0-2
E01320,31,Male,IT,Data Engineer,Delhi,Bachelor's,Contract,10,99000,2019-05-15,7.3,4.0,3.0,No,161,4.0,4,M096,No,0,26-35,6-10,6-10
E01321,39,Male,Sales,Business Development Executive,Delhi,Master's,Full-Time,15,144000,2015-07-27,11.1,4.0,4.0,No,181,6.0,3,M005,No,0,36-45,11-20,11-20
E01322,31,Other,IT,BI Analyst,Delhi,Bachelor's,Full-Time,11,120000,2019-09-02,7.0,3.0,2.0,No,174,11.0,6,M057,Yes,1,26-35,11-20,6-10
E01323,31,Male,Customer Support,Customer Success Associate,Chennai,Master's,Full-Time,11,114000,2018-10-08,7.9,3.0,4.0,No,186,11.0,5,M047,No,0,26-35,11-20,6-10
E01324,27,Male,Sales,Account Manager,Mumbai,Bachelor's,Full-Time,9,102000,2020-09-01,6.0,3.0,2.0,No,164,11.0,2,M079,No,0,26-35,6-10,6-10
E01325,41,Female,Customer Support,Support Analyst,Mumbai,Bachelor's,Contract,21,98000,2011-12-20,14.7,4.0,2.0,No,197,9.0,4,M032,No,0,36-45,21+,11-20
E01326,38,Male,Sales,Sales Manager,Bangalore,Bachelor's,Full-Time,19,145000,2013-07-27,13.1,3.0,2.0,No,174,8.0,6,M001,No,0,36-45,11-20,11-20
E01327,40,Female,Sales,Business Development Executive,Delhi,PhD,Full-Time,16,150000,2015-03-03,11.5,3.0,5.0,No,159,10.0,3,M079,No,0,36-45,11-20,11-20
E01328,22,Male,Marketing,Brand Executive,Hyderabad,Bachelor's,Full-Time,2,77000,2025-07-27,1.1,2.0,1.0,No,170,6.0,3,M035,No,0,18-25,0-2,0-2
E01329,33,Male,Operations,Operations Analyst,Noida,Bachelor's,Full-Time,16,124000,2017-10-08,8.9,4.0,4.0,No,146,5.0,7,M084,No,0,26-35,11-20,6-10
E01330,32,Male,Finance,Finance Manager,Mumbai,Bachelor's,Full-Time,8,95000,2021-09-01,5.0,4.0,3.0,Yes,162,11.0,6,M031,No,0,26-35,6-10,3-5
E01331,32,Male,HR,HR Executive,Delhi,Bachelor's,Full-Time,14,125000,2017-11-13,8.8,4.0,3.0,No,176,8.0,6,M020,No,0,26-35,11-20,6-10
E01332,30,Male,Operations,Operations Analyst,Chennai,Master's,Full-Time,7,85000,2021-05-15,5.3,4.0,4.0,No,179,8.0,2,M047,No,0,26-35,6-10,6-10
E01333,32,Female,Sales,Sales Manager,Chennai,Master's,Part-Time,8,78000,2021-11-13,4.8,3.0,4.0,No,161,8.0,5,M024,No,0,26-35,6-10,3-5
E01334,40,Male,Customer Support,Customer Success Associate,Delhi,Bachelor's,Full-Time,19,130000,2016-11-13,9.8,3.0,3.0,Yes,217,9.0,9,M040,No,0,36-45,11-20,6-10
E01335,21,Female,Customer Support,Team Lead,Delhi,Bachelor's,Full-Time,1,58000,2026-01-25,0.6,2.0,2.0,No,165,7.0,4,M116,Yes,1,18-25,0-2,0-2
E01336,46,Male,Operations,Operations Executive,Mumbai,Master's,Full-Time,26,181000,2012-10-08,13.9,3.0,4.0,Yes,138,4.0,3,M074,Yes,1,46-55,21+,11-20
E01337,37,Male,Sales,Business Development Executive,Lucknow,Bachelor's,Full-Time,13,122000,2016-12-20,9.7,3.0,4.0,No,190,7.0,5,M078,No,0,36-45,11-20,6-10
E01338,34,Male,Operations,Operations Executive,Bangalore,Bachelor's,Full-Time,13,100000,2018-05-15,8.3,3.0,3.0,No,179,9.0,4,M099,No,0,26-35,11-20,6-10
E01339,40,Female,IT,BI Analyst,Lucknow,Bachelor's,Part-Time,16,94000,2014-12-20,11.7,4.0,4.0,No,172,5.0,3,M064,No,0,36-45,11-20,11-20
E01340,24,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,0,75000,2026-06-20,0.2,3.0,3.0,No,160,9.0,5,M093,No,0,18-25,0-2,0-2
E01341,29,Male,Sales,Sales Manager,Hyderabad,Bachelor's,Full-Time,5,77000,2022-09-01,4.0,3.0,2.0,Yes,175,6.0,4,M073,No,0,26-35,3-5,3-5
E01342,33,Female,Finance,Audit Associate,Bangalore,Master's,Full-Time,9,108000,2019-01-26,7.6,3.0,3.0,No,197,12.0,0,M120,No,0,26-35,6-10,6-10
E01343,44,Male,Marketing,Digital Marketing Analyst,Delhi,Master's,Full-Time,23,166000,2010-03-03,16.5,3.0,4.0,Yes,172,5.0,5,M116,Yes,1,36-45,21+,11-20
E01344,34,Female,Operations,Operations Manager,Delhi,MBA,Part-Time,15,71000,2014-10-08,11.9,4.0,4.0,No,142,9.0,3,M010,No,0,26-35,11-20,11-20
E01345,37,Male,Operations,Operations Manager,Bangalore,Bachelor's,Full-Time,11,120000,2019-06-21,7.2,3.0,4.0,No,120,2.0,6,M117,No,0,36-45,11-20,6-10
E01346,30,Female,Finance,Accountant,Pune,Bachelor's,Contract,9,96000,2019-04-09,7.4,2.0,3.0,Yes,175,11.0,6,M061,No,0,26-35,6-10,6-10
E01347,37,Female,Sales,Account Manager,Lucknow,Bachelor's,Contract,12,92000,2017-04-08,9.4,4.0,5.0,No,150,8.0,2,M002,No,0,36-45,11-20,6-10
E01348,46,Female,Finance,Audit Associate,Hyderabad,PhD,Full-Time,26,193000,2008-09-01,18.0,5.0,4.0,No,166,10.0,7,M023,No,0,46-55,21+,11-20
E01349,41,Male,Customer Support,Support Executive,Pune,Master's,Full-Time,17,131000,2014-10-08,11.9,2.0,3.0,No,153,11.0,5,M082,No,0,36-45,11-20,11-20
