Employee_ID,Age,Gender,Department,Job_Role,City,Education,Employment_Type,Experience_Years,Salary,Joining_Date,Tenure_Years,Performance_Rating,Job_Satisfaction,Overtime,Monthly_Work_Hours,Leave_Days,Absent_Days,Manager_ID,Attrition
E01268,41,Male,Finance,Finance Manager,Delhi,Bachelor's,Full-Time,15,137000,2017-06-20,9.2,4.0,2.0,No,161,4.0,2,M109,No
E01269,23,Male,Operations,Operations Executive,Bangalore,Bachelor's,Contract,0,68000,2026-06-20,0.2,4.0,4.0,No,151,9.0,4,M037,No
E01270,37,Male,Sales,Business Development Executive,Bangalore,Master's,Full-Time,11,128000,2021-07-27,5.1,2.0,2.0,No,199,6.0,3,M005,No
E01271,37,Male,Operations,Process Associate,Hyderabad,Bachelor's,Full-Time,18,135000,2013-09-01,13.0,4.0,3.0,No,150,9.0,7,M009,No
E01272,42,Male,Marketing,Marketing Manager,Noida,MBA,Full-Time,20,165000,2010-11-14,15.8,5.0,5.0,Yes,184,10.0,6,M057,Yes
E01273,35,Male,Operations,Operations Executive,Delhi,Bachelor's,Full-Time,7,86000,2020-11-13,5.8,3.0,3.0,No,180,11.0,7,M115,No
E01274,25,Male,IT,Data Engineer,Chennai,Master's,Full-Time,4,88000,2024-07-26,2.1,3.0,3.0,Yes,163,7.0,5,M020,Yes
E01275,27,Female,Finance,Finance Manager,Pune,Master's,Full-Time,4,106000,2023-12-20,2.7,4.0,3.0,No,201,9.0,6,M070,No
E01276,26,Male,IT,BI Analyst,Lucknow,Master's,Full-Time,0,90000,2026-06-20,0.2,2.0,3.0,No,140,4.0,8,M104,No
E01277,30,Female,Sales,Sales Executive,Chennai,Bachelor's,Full-Time,12,110000,2018-11-14,7.8,5.0,4.0,Yes,167,3.0,5,M114,Yes
E01278,33,Male,Customer Support,Support Executive,Hyderabad,Bachelor's,Full-Time,11,101000,2021-03-03,5.5,4.0,3.0,No,159,8.0,4,M013,No
E01279,26,Female,IT,BI Analyst,Pune,MBA,Full-Time,3,108000,2024-04-08,2.4,3.0,1.0,No,185,9.0,3,M080,No
E01280,44,Male,Finance,Finance Manager,Noida,Bachelor's,Full-Time,21,164000,2016-04-08,10.4,3.0,5.0,No,174,8.0,2,M084,No
E01281,25,Male,Operations,Process Associate,Delhi,MBA,Full-Time,0,57000,2026-06-20,0.2,3.0,2.0,Yes,137,10.0,3,M005,No
E01282,43,Female,Operations,Process Associate,Mumbai,Master's,Full-Time,18,145000,2014-10-08,11.9,4.0,4.0,No,190,7.0,4,M118,No
E01283,42,Male,HR,HR Manager,Bangalore,MBA,Contract,23,130000,2008-09-01,18.0,5.0,5.0,No,177,4.0,3,M043,No
E01284,40,Female,IT,Software Engineer,Chennai,Master's,Full-Time,17,162000,2014-07-27,12.1,4.0,4.0,Yes,149,7.0,3,M081,No
E01285,29,Male,Sales,Sales Executive,Chennai,Bachelor's,Part-Time,7,66000,2022-09-01,4.0,2.0,2.0,No,162,10.0,2,M054,No
E01286,36,Male,HR,HR Analyst,Bangalore,Master's,Full-Time,9,119000,2021-10-08,4.9,3.0,2.0,No,145,10.0,2,M062,No
E01287,25,Male,IT,BI Analyst,Hyderabad,MBA,Contract,0,55000,2026-06-20,0.2,2.0,1.0,No,165,8.0,4,M010,Yes
E01288,40,Female,Sales,Account Manager,Delhi,Bachelor's,Full-Time,20,139000,2011-07-27,15.1,3.0,4.0,No,171,8.0,3,M030,No
E01289,33,Male,IT,BI Analyst,Bangalore,PhD,Full-Time,12,150000,2017-12-20,8.7,4.0,5.0,No,162,7.0,5,M007,No
E01290,31,Female,IT,Data Analyst,Lucknow,Bachelor's,Full-Time,13,121000,2017-09-01,9.0,5.0,4.0,No,160,6.0,9,M057,No
E01291,25,Female,Finance,Accountant,Mumbai,Bachelor's,Full-Time,6,80000,2023-11-14,2.8,3.0,3.0,No,139,9.0,6,M011,No
E01292,21,Male,IT,BI Analyst,Bangalore,Bachelor's,Full-Time,0,77000,2026-06-20,0.2,3.0,4.0,No,174,15.0,7,M072,No
E01293,27,Male,HR,HR Executive,Hyderabad,,Full-Time,6,98000,2022-06-20,4.2,2.0,2.0,No,133,10.0,1,M051,No
E01294,42,Female,Operations,Operations Manager,Chennai,Bachelor's,Full-Time,19,154000,2010-10-08,15.9,4.0,4.0,No,169,11.0,3,M064,No
E01295,31,Male,Marketing,Digital Marketing Analyst,Bangalore,MBA,Full-Time,14,136000,2017-01-25,9.6,5.0,4.0,No,136,8.0,3,M101,No
E01296,33,Male,Sales,Business Development Executive,Pune,MBA,Full-Time,14,134000,2018-09-01,8.0,3.0,3.0,Yes,169,5.0,2,M031,No
E01297,39,Male,IT,IT Support,Hyderabad,Bachelor's,Full-Time,17,140000,2016-06-20,10.2,4.0,4.0,No,168,7.0,3,M112,No
E01298,47,Male,IT,BI Analyst,Bangalore,Bachelor's,Full-Time,26,196000,2013-03-03,13.5,5.0,5.0,No,175,8.0,4,M001,No
E01299,43,Male,Operations,Operations Manager,Bangalore,Master's,Full-Time,25,175000,2008-09-01,18.0,5.0,5.0,Yes,184,8.0,1,M089,No
E01300,27,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,6,80000,2022-04-08,4.4,3.0,4.0,Yes,187,11.0,3,M058,Yes
E01301,21,Female,IT,BI Analyst,Mumbai,MBA,Full-Time,3,89000,2025-01-25,1.6,3.0,2.0,No,139,4.0,3,M092,No
E01302,51,Male,Customer Support,Team Lead,Lucknow,Bachelor's,Full-Time,24,152000,2014-05-15,12.3,4.0,5.0,No,167,8.0,2,M087,No
E01303,50,Male,IT,Software Engineer,Chennai,Bachelor's,Full-Time,29,185000,2012-10-08,13.9,3.0,4.0,No,204,9.0,8,M051,No
E01304,35,Other,HR,HR Executive,Lucknow,MBA,Full-Time,12,132000,2016-11-13,9.8,2.0,1.0,Yes,170,5.0,10,M093,Yes
E01305,25,Female,Operations,Operations Analyst,Mumbai,Bachelor's,Full-Time,7,71000,2022-11-14,3.8,3.0,4.0,Yes,153,8.0,8,M022,Yes
E01306,41,Female,Customer Support,Support Analyst,Lucknow,Bachelor's,Full-Time,23,147000,2013-03-03,13.5,5.0,4.0,No,167,8.0,1,M074,Yes
E01307,33,Male,Operations,Operations Manager,Delhi,Bachelor's,Contract,11,87000,2020-06-20,6.2,3.0,2.0,No,161,7.0,4,M046,No
E01308,33,Female,Marketing,Digital Marketing Analyst,Delhi,Bachelor's,Full-Time,15,129000,2017-06-20,9.2,3.0,3.0,No,147,9.0,4,M017,Yes
E01309,40,Male,Sales,Account Manager,Bangalore,Master's,Full-Time,22,157000,2010-06-20,16.2,4.0,4.0,No,184,8.0,6,M013,No
E01310,36,Male,Marketing,Marketing Manager,Bangalore,MBA,Full-Time,14,140000,2015-06-21,11.2,3.0,3.0,No,179,11.0,4,M080,No
E01311,26,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,10,106000,2021-06-20,5.2,5.0,4.0,Yes,144,4.0,3,M115,No
E01312,32,Male,Customer Support,Support Analyst,Delhi,Master's,Full-Time,10,103000,2019-06-21,7.2,3.0,3.0,No,166,9.0,3,M076,Yes
E01313,39,Female,HR,Recruiter,Mumbai,Master's,Full-Time,16,142000,2017-03-03,9.5,3.0,5.0,Yes,158,8.0,4,M112,No
E01314,38,Male,Marketing,Brand Executive,Pune,Bachelor's,Contract,18,112000,2011-06-21,15.2,4.0,3.0,Yes,139,4.0,5,M113,No
E01315,36,Female,Finance,Accountant,Mumbai,Bachelor's,Contract,13,90000,2019-04-09,7.4,5.0,5.0,No,143,10.0,3,M079,No
E01316,41,Female,Operations,Operations Manager,Hyderabad,MBA,Full-Time,19,161000,2018-01-25,8.6,3.0,3.0,Yes,145,5.0,5,M039,No
E01317,31,Male,HR,HR Executive,Delhi,Master's,Full-Time,13,124000,2018-03-03,8.5,3.0,2.0,No,167,7.0,1,M019,No
E01318,35,Male,Operations,Process Associate,Chennai,Master's,Full-Time,13,128000,2020-01-26,6.6,3.0,3.0,No,160,10.0,6,M085,No
E01319,21,Male,IT,Data Engineer,Chennai,Master's,Full-Time,0,95000,2026-06-20,0.2,3.0,2.0,No,151,6.0,2,M061,No
E01320,31,Male,IT,Data Engineer,Delhi,Bachelor's,Contract,10,99000,2019-05-15,7.3,4.0,3.0,No,161,4.0,4,M096,No
E01321,39,Male,Sales,Business Development Executive,Delhi,Master's,Full-Time,15,144000,2015-07-27,11.1,4.0,4.0,No,181,6.0,3,M005,No
E01322,31,Other,IT,BI Analyst,Delhi,Bachelor's,Full-Time,11,120000,2019-09-02,7.0,3.0,2.0,No,174,11.0,6,M057,Yes
E01323,31,Male,Customer Support,Customer Success Associate,Chennai,Master's,Full-Time,11,114000,2018-10-08,7.9,3.0,4.0,No,186,11.0,5,M047,No
E01324,27,Male,Sales,Account Manager,Mumbai,Bachelor's,Full-Time,9,102000,2020-09-01,6.0,3.0,2.0,No,164,11.0,2,M079,No
E01325,41,Female,Customer Support,Support Analyst,Mumbai,Bachelor's,Contract,21,98000,2011-12-20,14.7,4.0,2.0,No,197,9.0,4,M032,No
E01326,38,Male,Sales,Sales Manager,Bangalore,Bachelor's,Full-Time,19,145000,2013-07-27,13.1,3.0,2.0,No,174,8.0,6,M001,No
E01327,40,Female,Sales,Business Development Executive,Delhi,PhD,Full-Time,16,150000,2015-03-03,11.5,3.0,5.0,No,159,10.0,3,M079,No
E01328,22,Male,Marketing,Brand Executive,Hyderabad,Bachelor's,Full-Time,2,77000,2025-07-27,1.1,2.0,1.0,No,170,6.0,3,M035,No
E01329,33,Male,Operations,Operations Analyst,Noida,Bachelor's,Full-Time,16,124000,2017-10-08,8.9,4.0,4.0,No,146,5.0,7,M084,No
E01330,32,Male,Finance,Finance Manager,Mumbai,Bachelor's,Full-Time,8,95000,2021-09-01,5.0,4.0,3.0,Yes,162,11.0,6,M031,No
E01331,32,Male,HR,HR Executive,Delhi,Bachelor's,Full-Time,14,125000,2017-11-13,8.8,4.0,3.0,No,176,8.0,6,M020,No
E01332,30,Male,Operations,Operations Analyst,Chennai,Master's,Full-Time,7,85000,2021-05-15,5.3,4.0,4.0,No,179,8.0,2,M047,No
E01333,32,Female,Sales,Sales Manager,Chennai,Master's,Part-Time,8,78000,2021-11-13,4.8,3.0,4.0,No,161,8.0,5,M024,No
E01334,40,Male,Customer Support,Customer Success Associate,Delhi,Bachelor's,Full-Time,19,130000,2016-11-13,9.8,3.0,3.0,Yes,217,9.0,9,M040,No
E01335,21,Female,Customer Support,Team Lead,Delhi,Bachelor's,Full-Time,1,58000,2026-01-25,0.6,2.0,2.0,No,165,7.0,4,M116,Yes
E01336,46,Male,Operations,Operations Executive,Mumbai,Master's,Full-Time,26,181000,2012-10-08,13.9,3.0,4.0,Yes,138,4.0,3,M074,Yes
E01337,37,Male,Sales,Business Development Executive,Lucknow,Bachelor's,Full-Time,13,122000,2016-12-20,9.7,3.0,4.0,No,190,7.0,5,M078,No
E01338,34,Male,Operations,Operations Executive,Bangalore,Bachelor's,Full-Time,13,100000,2018-05-15,8.3,3.0,3.0,No,179,9.0,4,M099,No
E01339,40,Female,IT,BI Analyst,Lucknow,Bachelor's,Part-Time,16,94000,2014-12-20,11.7,4.0,4.0,No,172,5.0,3,M064,No
E01340,24,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,0,75000,2026-06-20,0.2,3.0,3.0,No,160,9.0,5,M093,No
E01341,29,Male,Sales,Sales Manager,Hyderabad,Bachelor's,Full-Time,5,77000,2022-09-01,4.0,3.0,2.0,Yes,175,6.0,4,M073,No
E01342,33,Female,Finance,Audit Associate,Bangalore,Master's,Full-Time,9,108000,2019-01-26,7.6,3.0,3.0,No,197,12.0,0,M120,No
E01343,44,Male,Marketing,Digital Marketing Analyst,Delhi,Master's,Full-Time,23,166000,2010-03-03,16.5,3.0,4.0,Yes,172,5.0,5,M116,Yes
E01344,34,Female,Operations,Operations Manager,Delhi,MBA,Part-Time,15,71000,2014-10-08,11.9,4.0,4.0,No,142,9.0,3,M010,No
E01345,37,Male,Operations,Operations Manager,Bangalore,Bachelor's,Full-Time,11,120000,2019-06-21,7.2,3.0,4.0,No,120,2.0,6,M117,No
E01346,30,Female,Finance,Accountant,Pune,Bachelor's,Contract,9,96000,2019-04-09,7.4,2.0,,Yes,175,11.0,6,M061,No
E01347,37,Female,Sales,Account Manager,Lucknow,Bachelor's,Contract,12,92000,2017-04-08,9.4,4.0,5.0,No,150,,2,M002,No
E01348,46,Female,Finance,Audit Associate,Hyderabad,PhD,Full-Time,26,193000,2008-09-01,18.0,5.0,4.0,No,166,10.0,7,M023,No
E01349,41,Male,Customer Support,Support Executive,Pune,Master's,Full-Time,17,131000,2014-10-08,11.9,2.0,3.0,No,153,11.0,5,M082,No
E01350,33,Male,IT,Data Engineer,Bangalore,Master's,Part-Time,8,78000,2020-07-26,6.1,4.0,2.0,No,152,8.0,3,M065,No
E01351,39,Female,Marketing,Digital Marketing Analyst,Delhi,Bachelor's,Full-Time,19,159000,2013-12-20,12.7,3.0,3.0,No,154,11.0,0,M058,No
E01352,38,Male,HR,HR Executive,Bangalore,Bachelor's,Full-Time,15,118000,2018-05-15,8.3,3.0,4.0,Yes,156,9.0,6,M011,No
E01353,38,Male,Finance,Audit Associate,Pune,Bachelor's,Full-Time,15,121000,2017-10-08,8.9,4.0,4.0,Yes,182,8.0,2,M101,No
E01354,42,Female,Operations,Operations Executive,Lucknow,Master's,Full-Time,14,140000,2015-05-15,11.3,4.0,5.0,No,178,11.0,4,M120,No
E01355,42,Male,Finance,Accountant,Pune,MBA,Full-Time,22,156000,2016-04-08,10.4,4.0,4.0,No,146,7.0,6,M036,No
E01356,33,Male,Customer Support,Team Lead,Bangalore,PhD,Full-Time,13,116000,2017-10-08,8.9,3.0,3.0,Yes,149,8.0,0,M097,No
E01357,38,Male,Customer Support,Customer Success Associate,Delhi,Master's,Full-Time,16,126000,2017-01-25,9.6,3.0,3.0,Yes,175,8.0,1,M063,No
E01358,31,Male,Finance,Audit Associate,Hyderabad,Bachelor's,Contract,5,55000,2023-09-02,3.0,3.0,3.0,No,187,14.0,4,M036,Yes
E01359,28,Male,Sales,Business Development Executive,Delhi,MBA,Full-Time,9,122000,2019-06-21,7.2,3.0,4.0,No,187,7.0,4,M057,No
E01360,32,Female,Operations,Operations Analyst,Noida,Master's,Full-Time,8,108000,2020-05-14,6.3,5.0,5.0,Yes,150,8.0,1,M088,No
E01361,33,Male,Customer Support,Support Analyst,Chennai,Bachelor's,Full-Time,10,89000,2019-10-08,6.9,4.0,3.0,No,186,7.0,2,M089,No
E01362,22,Female,Sales,Account Manager,Pune,Bachelor's,Full-Time,6,99000,2023-04-09,3.4,2.0,3.0,No,136,10.0,5,M023,No
E01363,40,Female,Operations,Process Associate,Delhi,Bachelor's,Full-Time,16,138000,2016-06-20,10.2,3.0,4.0,No,164,8.0,2,M054,No
E01364,21,Female,Operations,Operations Analyst,Mumbai,Bachelor's,Full-Time,1,61000,2026-01-25,0.6,3.0,2.0,No,177,5.0,2,M063,No
E01365,53,Male,Operations,Operations Analyst,Bangalore,Bachelor's,Full-Time,32,188000,2008-09-01,18.0,5.0,5.0,No,131,4.0,6,M086,No
E01366,45,Female,IT,Data Analyst,Delhi,Master's,Full-Time,24,202000,2014-11-14,11.8,5.0,3.0,Yes,206,4.0,5,M033,No
E01367,32,Male,Operations,Process Associate,Delhi,Bachelor's,Full-Time,11,111000,2019-05-15,7.3,3.0,1.0,Yes,192,11.0,7,M047,Yes
E01368,34,Male,Customer Support,Customer Success Associate,Pune,Bachelor's,Contract,13,85000,2019-04-09,7.4,3.0,3.0,No,180,8.0,6,M019,Yes
E01369,36,Female,IT,Data Engineer,Pune,Bachelor's,Full-Time,15,147000,2015-12-20,10.7,3.0,3.0,No,151,7.0,2,M034,No
E01370,30,Male,Sales,Sales Manager,Bangalore,MBA,Contract,8,87000,2022-01-25,4.6,3.0,3.0,No,167,6.0,5,M023,No
E01371,35,Female,Customer Support,Customer Success Associate,Delhi,Master's,Contract,17,99000,2016-01-26,10.6,5.0,5.0,Yes,182,4.0,0,M110,No
E01372,33,Male,Sales,Account Manager,Bangalore,Bachelor's,Full-Time,8,96000,2022-11-14,3.8,4.0,4.0,No,148,4.0,4,M090,Yes
E01373,33,Female,Marketing,Marketing Executive,Bangalore,MBA,Full-Time,14,143000,2014-10-08,11.9,2.0,3.0,No,165,9.0,3,M086,No
E01374,35,Male,Finance,Audit Associate,Chennai,MBA,Full-Time,15,125000,2016-11-13,9.8,3.0,4.0,No,184,10.0,3,M067,No
E01375,25,Female,Sales,Sales Manager,Bangalore,Bachelor's,Contract,5,62000,2024-05-14,2.3,3.0,3.0,No,141,7.0,6,M004,No
E01376,34,Male,Customer Support,Customer Success Associate,Delhi,Bachelor's,Full-Time,15,127000,2016-09-01,10.0,3.0,4.0,Yes,174,9.0,5,M097,No
E01377,35,Male,Finance,Finance Manager,Bangalore,Master's,Full-Time,13,127000,2016-04-08,10.4,3.0,4.0,No,136,12.0,3,M075,No
E01378,35,Male,HR,HR Analyst,Noida,MBA,Full-Time,8,120000,2020-07-26,6.1,4.0,4.0,No,151,8.0,6,M084,No
E01379,32,Male,Sales,Business Development Executive,Hyderabad,PhD,Full-Time,10,135000,2019-05-15,7.3,4.0,3.0,No,159,12.0,7,M114,No
E01380,42,Male,Operations,Process Associate,Mumbai,MBA,Full-Time,18,145000,2017-07-27,9.1,5.0,3.0,Yes,177,14.0,2,M096,No
E01381,32,Male,IT,IT Support,Hyderabad,Master's,Full-Time,8,109000,2020-12-20,5.7,4.0,3.0,No,155,9.0,3,M053,No
E01382,36,Male,Finance,Accountant,Chennai,Master's,Full-Time,11,121000,2018-05-15,8.3,2.0,3.0,Yes,170,8.0,2,M112,No
E01383,43,Male,Customer Support,Support Analyst,Lucknow,Bachelor's,Full-Time,20,160000,2013-01-25,13.6,3.0,3.0,Yes,156,5.0,2,M015,No
E01384,33,Male,Sales,Sales Manager,Mumbai,Bachelor's,Full-Time,10,121000,2018-07-27,8.1,3.0,3.0,Yes,158,6.0,4,M089,No
E01385,36,Female,Operations,Operations Analyst,Noida,Bachelor's,Full-Time,8,93000,2022-03-03,4.5,3.0,3.0,Yes,191,7.0,3,M017,No
E01386,33,Female,Sales,Sales Executive,Lucknow,Master's,Full-Time,13,120000,2019-07-27,7.1,4.0,4.0,No,147,10.0,4,M022,No
E01387,43,Female,Operations,Process Associate,Noida,Master's,Full-Time,27,181000,2008-09-01,18.0,4.0,3.0,No,182,5.0,2,M034,No
E01388,32,Female,IT,Software Engineer,Pune,Master's,Full-Time,12,134000,2018-04-08,8.4,4.0,4.0,No,168,6.0,5,M033,No
E01389,43,Male,Customer Support,Team Lead,Pune,Bachelor's,Contract,20,95000,2017-09-01,9.0,4.0,3.0,Yes,158,10.0,5,M025,No
E01390,33,Male,Finance,Finance Manager,Delhi,Master's,Full-Time,11,124000,2020-03-02,6.5,3.0,2.0,Yes,146,6.0,3,M014,No
E01391,28,Male,Sales,Account Manager,Chennai,Bachelor's,Full-Time,5,95000,2022-09-01,4.0,3.0,3.0,No,147,6.0,6,M110,No
E01392,39,Female,IT,Data Engineer,Hyderabad,Bachelor's,Full-Time,17,127000,2018-11-14,7.8,5.0,5.0,Yes,155,2.0,3,M050,No
E01393,32,Other,IT,BI Analyst,Pune,MBA,Full-Time,10,133000,2022-03-03,4.5,3.0,2.0,Yes,165,8.0,8,M030,No
E01394,38,Male,HR,HR Analyst,Delhi,Master's,Full-Time,14,140000,2018-10-08,7.9,4.0,4.0,Yes,179,8.0,2,M086,No
E01395,21,Male,Sales,Sales Executive,Chennai,PhD,Full-Time,3,88000,2024-04-08,2.4,3.0,4.0,No,163,8.0,2,M022,No
E01396,34,Male,Marketing,Marketing Executive,Chennai,Bachelor's,Full-Time,8,112000,2020-03-02,6.5,4.0,5.0,No,164,11.0,5,M083,No
E01397,31,Male,Finance,Audit Associate,Bangalore,Bachelor's,Full-Time,11,108000,2019-06-21,7.2,3.0,3.0,No,166,8.0,1,M102,Yes
E01398,27,Male,Sales,Sales Manager,Noida,Bachelor's,Full-Time,5,87000,2023-04-09,3.4,4.0,3.0,No,177,7.0,3,M004,No
E01399,30,Male,Operations,Operations Executive,Hyderabad,Bachelor's,Full-Time,13,110000,2019-01-26,7.6,3.0,2.0,No,180,6.0,8,M072,No
E01400,30,Female,Operations,Operations Analyst,Noida,MBA,Full-Time,9,105000,2021-10-08,4.9,3.0,4.0,No,143,7.0,3,M045,No
E01401,34,Male,IT,Data Engineer,Delhi,Master's,Full-Time,11,122000,2018-03-03,8.5,,3.0,Yes,163,11.0,6,M116,No
E01402,24,Female,IT,Software Engineer,Delhi,MBA,Full-Time,1,94000,2026-03-03,0.5,4.0,3.0,No,190,9.0,9,M103,No
E01403,36,Female,IT,BI Analyst,Noida,Bachelor's,Part-Time,14,89000,2017-09-01,9.0,3.0,2.0,Yes,144,7.0,6,M074,No
E01404,44,Female,Operations,Operations Manager,Mumbai,MBA,Full-Time,19,149000,2013-04-08,13.4,3.0,4.0,No,169,4.0,2,M114,Yes
E01405,36,Male,Operations,Operations Manager,Noida,Bachelor's,Full-Time,12,96000,2020-10-08,5.9,4.0,5.0,Yes,165,6.0,5,M028,No
E01406,40,Female,Finance,Finance Manager,Hyderabad,MBA,Full-Time,14,142000,2017-06-20,9.2,5.0,5.0,No,158,15.0,7,M054,No
E01407,42,Female,Marketing,Marketing Manager,Hyderabad,Bachelor's,Full-Time,18,142000,2014-05-15,12.3,5.0,3.0,No,197,15.0,3,M058,Yes
E01408,43,Female,Marketing,Marketing Executive,Mumbai,Bachelor's,Full-Time,21,149000,2010-12-20,15.7,4.0,4.0,No,169,5.0,4,M085,No
E01409,47,Male,Operations,Process Associate,Hyderabad,Bachelor's,Full-Time,26,184000,2012-07-26,14.1,2.0,1.0,No,195,12.0,0,M065,No
E01410,31,Other,Marketing,Marketing Manager,Mumbai,MBA,Full-Time,4,78000,2024-05-14,2.3,3.0,3.0,No,168,11.0,3,M037,No
E01411,29,Female,Sales,Business Development Executive,Bangalore,Bachelor's,Full-Time,7,71000,2021-12-20,4.7,3.0,3.0,No,176,7.0,6,M054,No
E01412,39,Female,IT,Data Engineer,Mumbai,Bachelor's,Full-Time,18,141000,2011-06-21,15.2,4.0,4.0,Yes,158,8.0,4,M098,No
E01413,39,Female,Sales,Sales Manager,Bangalore,MBA,Full-Time,17,152000,2017-07-27,9.1,3.0,4.0,No,158,6.0,2,M011,No
E01414,39,Male,IT,Data Analyst,Lucknow,Bachelor's,Full-Time,15,125000,2013-12-20,12.7,4.0,4.0,Yes,175,11.0,6,M016,No
E01415,47,Male,HR,HR Executive,Lucknow,Bachelor's,Full-Time,24,152000,2008-12-20,17.7,3.0,1.0,No,176,6.0,3,M103,No
E01416,34,Male,Customer Support,Support Analyst,Delhi,Bachelor's,Full-Time,11,107000,2018-01-25,8.6,5.0,5.0,No,179,10.0,3,M078,No
E01417,37,Male,IT,Data Engineer,Pune,Bachelor's,Contract,13,103000,2020-05-14,6.3,5.0,4.0,No,175,8.0,3,M065,No
E01418,27,Female,IT,IT Support,Delhi,MBA,Full-Time,5,108000,2023-10-08,2.9,4.0,3.0,No,144,8.0,1,M095,Yes
E01419,49,Male,Finance,Audit Associate,Pune,MBA,Full-Time,33,226000,2011-01-26,15.6,5.0,3.0,No,153,10.0,5,M044,No
E01420,32,Male,Customer Support,Support Analyst,Chennai,Bachelor's,Full-Time,8,82000,2021-11-13,4.8,3.0,5.0,No,183,11.0,4,M043,Yes
E01421,32,Male,Sales,Sales Manager,Lucknow,PhD,Full-Time,9,114000,2019-01-26,7.6,3.0,4.0,No,133,9.0,4,M113,No
E01422,32,Male,HR,HR Analyst,Delhi,Bachelor's,Full-Time,10,109000,2021-10-08,4.9,5.0,5.0,No,173,8.0,6,M076,No
E01423,29,Female,IT,BI Analyst,Chennai,Bachelor's,Contract,5,60000,2023-04-09,3.4,4.0,3.0,No,166,8.0,2,M027,No
E01424,29,Female,IT,Data Engineer,Mumbai,Bachelor's,Full-Time,10,95000,2022-03-03,4.5,4.0,1.0,No,183,8.0,3,M081,No
E01425,30,Male,Customer Support,Support Executive,Lucknow,Bachelor's,Full-Time,2,57000,2025-03-03,1.5,4.0,4.0,No,175,11.0,1,M114,No
E01426,24,Male,Customer Support,Customer Success Associate,Bangalore,Bachelor's,Full-Time,1,65000,2026-03-03,0.5,3.0,4.0,No,156,6.0,5,M080,No
E01427,29,Male,IT,Data Analyst,Hyderabad,MBA,Full-Time,9,124000,2022-03-03,4.5,4.0,3.0,No,155,11.0,4,M001,No
E01428,48,Male,Customer Support,Support Executive,Pune,MBA,Full-Time,25,177000,2012-01-26,14.6,5.0,5.0,No,159,3.0,1,M119,Yes
E01429,39,Male,Operations,Operations Analyst,Pune,Bachelor's,Full-Time,15,103000,2015-04-09,11.4,4.0,4.0,No,178,17.0,3,M030,No
E01430,40,Other,Marketing,Digital Marketing Analyst,Bangalore,Master's,Full-Time,19,155000,2017-04-08,9.4,4.0,4.0,No,127,9.0,2,M064,No
E01431,42,Male,Finance,Audit Associate,Lucknow,,Full-Time,22,175000,2014-10-08,11.9,4.0,4.0,No,171,13.0,1,M037,No
E01432,47,Male,HR,HR Executive,Bangalore,MBA,Full-Time,26,169000,2014-11-14,11.8,4.0,4.0,No,152,8.0,7,M023,No
E01433,22,Male,Finance,Accountant,Pune,MBA,Contract,0,70000,2026-06-20,0.2,2.0,3.0,Yes,171,7.0,4,M027,No
E01434,25,Female,Operations,Process Associate,Mumbai,Bachelor's,Full-Time,4,74000,2023-12-20,2.7,3.0,2.0,No,174,4.0,5,M101,Yes
E01435,28,Male,IT,Data Analyst,Mumbai,MBA,Full-Time,5,133000,2022-12-20,3.7,2.0,3.0,No,138,4.0,2,M080,No
E01436,31,Female,IT,IT Support,Hyderabad,Master's,Full-Time,11,108000,2018-11-14,7.8,3.0,2.0,Yes,164,11.0,5,M088,No
E01437,32,Male,Sales,Business Development Executive,Delhi,Master's,Full-Time,14,142000,2019-07-27,7.1,3.0,4.0,No,171,11.0,5,M028,No
E01438,31,Female,Operations,Operations Executive,Bangalore,Bachelor's,Contract,2,48000,2025-04-08,1.4,3.0,4.0,No,170,6.0,4,M030,No
E01439,36,Male,Sales,Business Development Executive,Bangalore,Bachelor's,Part-Time,14,60000,2019-09-02,7.0,5.0,3.0,No,166,7.0,5,M090,No
E01440,34,Male,Operations,Operations Analyst,Delhi,Master's,Full-Time,8,96000,2021-10-08,4.9,3.0,3.0,No,146,9.0,7,M088,No
E01441,29,Male,Customer Support,Team Lead,Chennai,Bachelor's,Full-Time,13,109000,2017-11-13,8.8,4.0,3.0,Yes,149,5.0,3,M095,No
E01442,21,Male,IT,BI Analyst,Noida,Bachelor's,Full-Time,0,81000,2026-06-20,0.2,3.0,5.0,Yes,143,10.0,1,M089,No
E01443,27,Female,Operations,Operations Manager,Bangalore,Master's,Full-Time,7,112000,2023-03-03,3.5,4.0,5.0,No,178,6.0,3,M051,No
E01444,30,Female,Finance,Finance Manager,Delhi,Bachelor's,Full-Time,8,114000,2022-12-20,3.7,3.0,4.0,Yes,166,5.0,7,M002,No
E01445,32,Male,Marketing,Marketing Manager,Bangalore,Master's,Full-Time,8,97000,2020-06-20,6.2,3.0,5.0,Yes,167,8.0,7,M071,No
E01446,26,Female,IT,BI Analyst,Bangalore,Master's,Full-Time,2,100000,2025-03-03,1.5,3.0,3.0,No,137,8.0,6,M112,No
E01447,31,Female,Operations,Process Associate,Pune,PhD,Part-Time,13,84000,2020-05-14,6.3,4.0,4.0,No,167,11.0,7,M087,No
E01448,26,Female,Marketing,Marketing Executive,Hyderabad,Bachelor's,Full-Time,6,82000,2023-09-02,3.0,4.0,5.0,No,179,11.0,5,M093,No
